-0.432916   0.000176065 
0.00418604  0.000550298 
0.349796    0.00126636  
0.469545    0.00166694  
0.529202    0.00190643  
0.566535    0.00207164  
0.59629     0.0022124   
0.630384    0.00238419  
0.649133    0.00248366  
0.657416    0.00252877  
0.708085    0.00282105  
0.728988    0.00295015  
0.792973    0.00337864  
0.823134    0.00359912  
0.827982    0.00363573  
0.838895    0.00371933  
0.975928    0.00492318  
1.01794     0.00535508  
1.03257     0.00551307  
1.03624     0.00555326  
1.04483     0.0056486   
1.05161     0.00572472  
1.08355     0.00609583  
1.10701     0.00638145  
1.11184     0.00644172  
1.12875     0.00665659  
1.14543     0.00687443  
1.1477      0.00690466  
1.15023     0.00693835  
1.15182     0.00695958  
1.17445     0.00726843  
1.17914     0.00733378  
1.20391     0.00768801  
1.20734     0.00773821  
1.21578     0.00786294  
1.24539     0.00831419  
1.27515     0.00879009  
1.27706     0.00882132  
1.2971      0.00915572  
1.30861     0.00935252  
1.33664     0.00984722  
1.35025     0.0100953   
1.35087     0.0101068   
1.35224     0.0101321   
1.3617      0.0103082   
1.3635      0.0103419   
1.36662     0.0104008   
1.40208     0.0110893   
1.40715     0.0111909   
1.40764     0.0112007   
1.4082      0.011212    
1.41385     0.0113262   
1.41594     0.0113688   
1.43849     0.0118361   
1.44022     0.0118726   
1.44216     0.0119138   
1.46487     0.0124032   
1.46882     0.0124901   
1.47814     0.0126971   
1.51508     0.0135458   
1.51894     0.0136372   
1.52321     0.0137389   
1.52649     0.0138173   
1.52875     0.0138717   
1.53019     0.0139063   
1.53469     0.0140152   
1.53474     0.0140164   
1.56052     0.0146545   
1.56361     0.0147325   
1.5665      0.0148057   
1.5874      0.015345    
1.59528     0.0155524   
1.59719     0.015603    
1.59889     0.0156481   
1.60123     0.0157106   
1.62206     0.0162748   
1.6358      0.0166561   
1.63981     0.016769    
1.64537     0.0169261   
1.65351     0.0171584   
1.65491     0.0171987   
1.65765     0.0172777   
1.66728     0.0175577   
1.6673      0.0175582   
1.67056     0.0176538   
1.68457     0.0180695   
1.69031     0.0182421   
1.70627     0.0187291   
1.70762     0.0187707   
1.70782     0.0187768   
1.72328     0.0192598   
1.72453     0.0192994   
1.72603     0.0193468   
1.73659     0.0196835   
1.74105     0.0198272   
1.75197     0.0201825   
1.75409     0.0202523   
1.75661     0.0203353   
1.76701     0.0206803   
1.76723     0.0206879   
1.76941     0.0207608   
1.77542     0.0209631   
1.7789      0.021081    
1.78068     0.0211415   
1.7984      0.0217514   
1.80221     0.0218844   
1.80563     0.0220044   
1.80851     0.0221057   
1.80874     0.0221138   
1.80898     0.0221225   
1.81549     0.0223533   
1.82183     0.0225799   
1.83115     0.0229162   
1.83119     0.0229174   
1.83234     0.0229593   
1.83674     0.0231198   
1.83758     0.0231506   
1.83919     0.0232097   
1.8412      0.0232834   
1.84697     0.0234963   
1.84805     0.0235362   
1.84835     0.0235474   
1.85021     0.0236167   
1.8548      0.0237878   
1.86322     0.0241044   
1.87248     0.0244566   
1.87279     0.0244685   
1.87595     0.0245896   
1.87694     0.0246275   
1.87821     0.0246763   
1.88054     0.0247663   
1.8821      0.0248265   
1.88419     0.0249077   
1.89968     0.0255145   
1.90305     0.0256479   
1.90499     0.0257253   
1.91223     0.0260148   
1.91406     0.0260883   
1.9232      0.0264581   
1.93137     0.0267925   
1.94047     0.0271684   
1.94703     0.0274422   
1.94783     0.0274757   
1.95096     0.0276073   
1.95262     0.0276774   
1.95849     0.0279258   
1.95887     0.0279417   
1.963       0.0281178   
1.96851     0.0283538   
1.96999     0.0284175   
1.97164     0.0284885   
1.97285     0.0285409   
1.97422     0.0286001   
1.97489     0.0286292   
1.97546     0.0286537   
1.97752     0.0287432   
1.97916     0.0288144   
1.97969     0.0288375   
1.98006     0.0288537   
1.98668     0.0291432   
1.99008     0.0292928   
1.99358     0.0294475   
1.99427     0.0294777   
1.99911     0.0296931   
2.00641     0.0300197   
2.00662     0.0300289   
2.00861     0.0301184   
2.01048     0.0302026   
2.01423     0.0303727   
2.02023     0.0306453   
2.02347     0.0307938   
2.02398     0.030817    
2.02524     0.0308748   
2.02677     0.0309452   
2.02866     0.0310325   
2.03053     0.0311185   
2.03063     0.0311231   
2.03901     0.0315122   
2.04111     0.0316104   
2.04134     0.0316212   
2.04584     0.0318322   
2.05125     0.0320872   
2.05347     0.0321927   
2.05382     0.0322091   
2.0641      0.0326998   
2.06567     0.0327753   
2.06643     0.0328119   
2.06735     0.0328561   
2.06955     0.032962    
2.07191     0.0330763   
2.072       0.0330804   
2.07813     0.0333783   
2.07946     0.0334433   
2.08116     0.0335263   
2.08212     0.0335733   
2.08588     0.0337582   
2.08971     0.0339468   
2.09002     0.0339624   
2.0943      0.0341744   
2.09584     0.0342509   
2.09956     0.0344363   
2.09969     0.0344426   
2.1015      0.0345331   
2.10353     0.0346348   
2.10445     0.0346807   
2.10843     0.0348812   
2.10877     0.0348984   
2.11317     0.035121    
2.11603     0.0352662   
2.11683     0.0353069   
2.11742     0.0353371   
2.12321     0.0356325   
2.12391     0.0356686   
2.12737     0.0358462   
2.1363      0.0363084   
2.13872     0.0364346   
2.13942     0.0364707   
2.15191     0.0371267   
2.1613      0.0376258   
2.16198     0.0376622   
2.16523     0.0378363   
2.16731     0.0379476   
2.1734      0.038276    
2.17546     0.0383876   
2.1774      0.0384927   
2.18591     0.0389573   
2.18722     0.0390293   
2.18795     0.0390691   
2.19233     0.0393107   
2.19546     0.0394833   
2.202       0.039847    
2.20224     0.0398603   
2.21562     0.0406117   
2.21608     0.0406375   
2.22173     0.0409578   
2.22223     0.0409866   
2.22555     0.0411758   
2.23256     0.0415774   
2.23798     0.0418904   
2.23964     0.0419863   
2.23971     0.0419905   
2.24469     0.0422798   
2.25076     0.0426347   
2.25541     0.0429074   
2.26419     0.043427    
2.26835     0.0436744   
2.26894     0.0437095   
2.27213     0.0439006   
2.27326     0.0439679   
2.27431     0.0440312   
2.27571     0.0441153   
2.27734     0.0442132   
2.27789     0.0442466   
2.28536     0.044698    
2.28579     0.044724    
2.28703     0.0447991   
2.28881     0.0449076   
2.28989     0.0449733   
2.29137     0.0450636   
2.29266     0.0451424   
2.29277     0.0451492   
2.29294     0.0451594   
2.29436     0.0452461   
2.29461     0.0452618   
2.299       0.0455311   
2.29941     0.0455561   
2.30618     0.0459742   
2.30778     0.0460734   
2.30822     0.0461004   
2.31151     0.0463047   
2.31186     0.0463267   
2.31285     0.0463884   
2.31309     0.0464031   
2.31357     0.0464335   
2.3177      0.0466912   
2.32005     0.0468385   
2.3223      0.04698     
2.32655     0.0472477   
2.33142     0.0475562   
2.33406     0.0477241   
2.33563     0.0478236   
2.33583     0.0478365   
2.34212     0.0482385   
2.34364     0.0483359   
2.34475     0.0484076   
2.35605     0.0491377   
2.35702     0.0492009   
2.35709     0.0492053   
2.35954     0.0493644   
2.36129     0.0494786   
2.36169     0.0495052   
2.36275     0.0495742   
2.36281     0.049578    
2.36322     0.049605    
2.36518     0.0497333   
2.36996     0.0500471   
2.37132     0.050137    
2.37188     0.0501735   
2.37281     0.0502348   
2.37519     0.0503925   
2.37687     0.0505035   
2.37983     0.0506995   
2.38021     0.0507251   
2.38473     0.0510257   
2.38654     0.0511469   
2.38783     0.0512333   
2.39106     0.0514496   
2.39282     0.0515674   
2.39302     0.0515809   
2.39454     0.0516834   
2.39481     0.0517014   
2.39849     0.0519499   
2.39876     0.0519679   
2.40029     0.0520714   
2.40781     0.0525824   
2.40826     0.052613    
2.41018     0.0527442   
2.41713     0.0532203   
2.41734     0.0532348   
2.41856     0.0533189   
2.42092     0.0534813   
2.42112     0.0534949   
2.42114     0.0534965   
2.42537     0.0537889   
2.42753     0.0539385   
2.42903     0.0540424   
2.43272     0.0542992   
2.43302     0.0543204   
2.43402     0.0543897   
2.43513     0.0544676   
2.43513     0.0544677   
2.4361      0.054535    
2.43616     0.0545391   
2.43641     0.0545569   
2.4367      0.054577    
2.43995     0.054805    
2.44032     0.0548307   
2.44051     0.0548444   
2.44226     0.0549671   
2.44307     0.0550244   
2.44326     0.0550376   
2.44436     0.0551149   
2.44444     0.0551204   
2.44475     0.0551424   
2.44961     0.0554855   
2.44964     0.0554875   
2.45159     0.0556259   
2.45191     0.0556485   
2.4557      0.0559172   
2.45577     0.0559223   
2.45742     0.0560397   
2.459       0.0561524   
2.46033     0.0562477   
2.46494     0.0565773   
2.46858     0.0568392   
2.47951     0.057629    
2.48056     0.057705    
2.48179     0.0577944   
2.4824      0.0578388   
2.48447     0.0579897   
2.48472     0.0580086   
2.48614     0.0581116   
2.48645     0.0581345   
2.49065     0.0584419   
2.49122     0.0584835   
2.49613     0.0588445   
2.49889     0.0590483   
2.50007     0.0591357   
2.50945     0.0598313   
2.50981     0.0598585   
2.51014     0.0598832   
2.51141     0.059978    
2.5188      0.0605311   
2.52018     0.060635    
2.52089     0.0606884   
2.5218      0.0607565   
2.52198     0.0607703   
2.52353     0.0608867   
2.52355     0.0608887   
2.52417     0.0609348   
2.52691     0.061142    
2.52728     0.0611697   
2.53068     0.0614279   
2.53452     0.0617189   
2.53722     0.0619249   
2.53901     0.0620617   
2.53911     0.0620689   
2.5406      0.0621828   
2.54529     0.0625427   
2.5458      0.0625812   
2.54958     0.0628721   
2.54978     0.0628874   
2.55209     0.0630655   
2.55597     0.0633657   
2.5582      0.0635383   
2.55935     0.0636277   
2.56036     0.0637066   
2.56481     0.0640523   
2.56582     0.0641312   
2.56589     0.0641369   
2.5675      0.0642629   
