-1.05467    2.95251e-05 
-0.299712   0.000251706 
-0.220634   0.000309898 
-0.187924   0.000337431 
-0.178489   0.000345783 
-0.0603811  0.000467844 
-0.0465599  0.000484471 
-0.0254213  0.000510956 
0.0232066   0.000577022 
0.0692448   0.000646719 
0.101093    0.000699367 
0.112264    0.000718746 
0.115202    0.000723923 
0.125017    0.00074147  
0.141475    0.000771767 
0.212394    0.000915715 
0.232328    0.000960375 
0.234867    0.000966205 
0.260061    0.00102581  
0.266496    0.00104157  
0.267111    0.00104309  
0.269487    0.00104897  
0.319247    0.00117925  
0.329878    0.00120893  
0.359235    0.00129443  
0.383194    0.00136823  
0.396543    0.00141099  
0.410741    0.00145778  
0.417626    0.00148098  
0.430277    0.00152448  
0.457056    0.00162037  
0.460103    0.00163163  
0.460437    0.00163286  
0.466038    0.00165374  
0.471428    0.00167406  
0.475375    0.00168908  
0.476096    0.00169184  
0.480656    0.00170937  
0.482515    0.00171657  
0.486505    0.0017321   
0.48967     0.00174451  
0.49316     0.00175829  
0.493212    0.0017585   
0.495105    0.00176601  
0.49956     0.00178381  
0.514359    0.00184411  
0.519497    0.00186547  
0.527806    0.00190049  
0.529806    0.00190901  
0.53179     0.00191749  
0.533557    0.00192507  
0.536398    0.00193732  
0.538882    0.00194809  
0.558761    0.00203622  
0.560774    0.00204534  
0.560841    0.00204564  
0.574123    0.00210675  
0.580511    0.00213672  
0.596241    0.00221216  
0.606695    0.00226361  
0.621938    0.00234055  
0.62762     0.00236983  
0.630354    0.00238403  
0.64366     0.00245425  
0.644123    0.00245672  
0.649336    0.00248476  
0.6521      0.00249974  
0.664015    0.00256524  
0.666728    0.00258037  
0.667184    0.00258292  
0.667424    0.00258426  
0.668114    0.00258812  
0.671496    0.00260715  
0.672652    0.00261368  
0.673824    0.00262031  
0.683395    0.00267506  
0.683673    0.00267667  
0.683691    0.00267678  
0.684938    0.00268398  
0.686599    0.00269362  
0.686693    0.00269417  
0.687106    0.00269657  
0.688128    0.00270251  
0.688893    0.00270698  
0.689549    0.00271081  
0.690891    0.00271865  
0.69338     0.00273327  
0.698843    0.00276559  
0.70178     0.00278311  
0.704059    0.00279677  
0.710106    0.00283331  
0.713048    0.00285124  
0.714518    0.00286024  
0.720645    0.002898    
0.725899    0.00293075  
0.726557    0.00293487  
0.72783     0.00294286  
0.729087    0.00295078  
0.731104    0.00296351  
0.737976    0.00300726  
0.738098    0.00300805  
0.748741    0.00307696  
0.763795    0.00317683  
0.764285    0.00318013  
0.766442    0.00319469  
0.771002    0.00322566  
0.776149    0.00326093  
0.780808    0.00329316  
0.789037    0.00335077  
0.794234    0.00338761  
0.794688    0.00339085  
0.80252     0.0034471   
0.811458    0.00351231  
0.815376    0.00354122  
0.815625    0.00354307  
0.81588     0.00354497  
0.816386    0.00354872  
0.817809    0.0035593   
0.819126    0.00356911  
0.819816    0.00357426  
0.821003    0.00358314  
